,clienteID,Churn,genero,idoso,parceiro,dependentes,meses_contrato,serviço_telefônico,multiplas_linhas,serviço_internet,segurança_online,backup_online,proteção_dispositivos,suporte_tecnico,streaming_tv,streaming_filmes,contrato,faturamento_sem_papel,metodo_pagamento,custos_mensais,custos_totais
5226,7356-AYNJP,Nao,Mulher,0,Nao,Nao,4,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Nao,Cheque eletronico,23.9,97.5
5227,7356-IWLFW,Nao,Homem,0,Sim,Sim,46,Sim,Sim,Fibra optica,Nao,Sim,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Tranferencia bancaria(automatico),80.0,3769.7
5228,7359-PTSXY,Sim,Homem,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,45.75,45.75
5229,7359-SSBJK,Sim,Mulher,1,Nao,Nao,64,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Sim,Nao,Dois anos,Sim,Cartao de credito(automatico),70.2,4481.0
5230,7359-WWYJV,Nao,Homem,0,Sim,Nao,72,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Nao,Cartao de credito(automatico),114.45,8375.05
5231,7361-YPXFS,Nao,Mulher,1,Nao,Nao,28,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Nao,Nao,Mes-a-mes,Nao,Tranferencia bancaria(automatico),64.45,1867.6
5232,7363-QTBIW,Nao,Mulher,0,Sim,Nao,9,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Nao,Sim,Mes-a-mes,Sim,Cheque eletronico,79.75,769.1
5233,7365-BVCJH,Nao,Homem,0,Nao,Nao,1,Nao,Sem servico telefonico,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,24.4,24.4
5234,7369-TRPFD,Nao,Homem,0,Nao,Nao,19,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Nao,Cheque enviado,18.8,279.2
5235,7375-WMVMT,Nao,Homem,1,Sim,Nao,71,Sim,Nao,Fibra optica,Nao,Sim,Sim,Sim,Nao,Sim,Dois anos,Sim,Cartao de credito(automatico),95.5,6707.15
5236,7377-DMMRI,Sim,Homem,0,Nao,Nao,2,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,47.8,92.45
5237,7379-FNIUJ,Nao,Homem,0,Nao,Nao,2,Sim,Nao,Fibra optica,Sim,Sim,Nao,Nao,Sim,Sim,Mes-a-mes,Nao,Cheque eletronico,100.2,198.5
5238,7379-POKDZ,Sim,Homem,0,Sim,Nao,3,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,70.3,208.85
5239,7382-DFJTU,Nao,Homem,0,Nao,Nao,18,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Nao,Nao,Mes-a-mes,Nao,Cartao de credito(automatico),55.2,1058.1
5240,7384-GHBPI,Sim,Homem,0,Sim,Nao,3,Nao,Sem servico telefonico,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mes-a-mes,Sim,Cheque eletronico,35.15,99.75
5241,7389-KBFIT,Nao,Mulher,0,Sim,Sim,2,Nao,Sem servico telefonico,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque enviado,30.25,63.75
5242,7392-YYPYJ,Nao,Homem,0,Nao,Nao,22,Sim,Sim,Fibra optica,Nao,Sim,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,100.65,2415.95
5243,7394-FKDNK,Sim,Mulher,0,Sim,Nao,9,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Sim,Sim,Mes-a-mes,Nao,Cheque eletronico,89.45,853.1
5244,7394-LWLYN,Nao,Mulher,0,Nao,Nao,2,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,70.15,123.8
5245,7395-IGJOS,Sim,Homem,1,Sim,Nao,17,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Nao,Sim,Mes-a-mes,Nao,Tranferencia bancaria(automatico),81.5,1329.2
5246,7395-XWZOY,Nao,Homem,0,Nao,Nao,20,Nao,Sem servico telefonico,DSL,Sim,Sim,Sim,Sim,Sim,Nao,Mes-a-mes,Sim,Cartao de credito(automatico),55.0,1165.55
5247,7396-VJUZB,Nao,Homem,0,Sim,Sim,4,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque enviado,45.25,155.35
5248,7398-HPYZQ,Nao,Homem,0,Sim,Nao,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Nao,Tranferencia bancaria(automatico),90.55,6404.0
5249,7398-LXGYX,Nao,Homem,0,Sim,Nao,44,Sim,Sim,Fibra optica,Sim,Nao,Sim,Nao,Nao,Nao,Mes-a-mes,Sim,Cartao de credito(automatico),84.8,3626.35
5250,7398-SKNQZ,Nao,Mulher,0,Sim,Nao,3,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Sim,Sim,Mes-a-mes,Nao,Cheque eletronico,94.9,273.2
5251,7399-QHBJS,Nao,Mulher,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Dois anos,Nao,Cartao de credito(automatico),66.75,4760.3
5252,7401-JIXNM,Nao,Mulher,0,Sim,Sim,54,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Nao,Cartao de credito(automatico),91.3,4965.0
5253,7401-RUBNK,Nao,Mulher,0,Sim,Nao,18,Sim,Nao,Fibra optica,Sim,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,74.8,1438.05
5254,7402-EYFXX,Nao,Homem,1,Nao,Nao,26,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,93.6,2404.1
5255,7402-PWYJJ,Nao,Mulher,0,Sim,Nao,53,Sim,Sim,Fibra optica,Nao,Nao,Nao,Sim,Nao,Sim,Um ano,Sim,Cheque eletronico,91.15,4862.5
5256,7404-JLKQG,Nao,Mulher,0,Nao,Nao,3,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Sim,Nao,Mes-a-mes,Nao,Cheque eletronico,57.55,161.45
5257,7407-SUJIZ,Nao,Homem,0,Nao,Nao,25,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cheque enviado,20.6,541.5
5258,7408-OFWXJ,Nao,Mulher,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Nao,Cartao de credito(automatico),89.8,6510.45
5259,7409-JURKQ,Nao,Mulher,0,Sim,Nao,53,Sim,Sim,Fibra optica,Nao,Sim,Sim,Sim,Sim,Sim,Um ano,Sim,Tranferencia bancaria(automatico),111.8,5809.75
5260,7409-KIUTL,Sim,Mulher,1,Nao,Sim,1,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,71.0,71.0
5261,7410-KTVFV,Sim,Homem,0,Sim,Nao,18,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque enviado,49.55,878.35
5262,7410-OIEDU,Nao,Homem,0,Nao,Nao,10,Sim,Nao,Fibra optica,Sim,Nao,Sim,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque enviado,79.85,887.35
5263,7410-YTJIK,Sim,Mulher,0,Nao,Nao,7,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque enviado,75.45,480.75
5264,7416-CKTEP,Nao,Mulher,0,Sim,Nao,57,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Sim,Tranferencia bancaria(automatico),19.6,1134.25
5265,7421-ZLUPA,Nao,Mulher,0,Nao,Nao,8,Nao,Sem servico telefonico,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque enviado,29.25,226.95
5266,7422-WNBTY,Nao,Homem,0,Sim,Nao,33,Sim,Sim,Fibra optica,Nao,Sim,Sim,Nao,Nao,Sim,Mes-a-mes,Sim,Cheque eletronico,93.35,3092.0
5267,7426-GSWPO,Nao,Homem,1,Nao,Nao,64,Sim,Sim,Fibra optica,Sim,Sim,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Tranferencia bancaria(automatico),103.5,6548.65
5268,7426-RHZGU,Nao,Homem,0,Nao,Nao,9,Sim,Nao,Fibra optica,Nao,Nao,Nao,Sim,Sim,Sim,Mes-a-mes,Sim,Tranferencia bancaria(automatico),95.9,827.45
5269,7426-WEIJX,Nao,Homem,1,Sim,Sim,60,Sim,Sim,Fibra optica,Sim,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,80.95,4859.1
5270,7427-AUFPY,Nao,Homem,0,Nao,Nao,54,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cartao de credito(automatico),19.65,1008.7
5271,7432-FFVAR,Nao,Mulher,0,Sim,Sim,46,Sim,Nao,Fibra optica,Nao,Nao,Sim,Sim,Nao,Sim,Um ano,Nao,Tranferencia bancaria(automatico),90.95,4236.6
5272,7434-SHXLS,Sim,Mulher,0,Nao,Nao,1,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cheque enviado,20.9,20.9
5273,7435-ZNUYY,Nao,Homem,0,Nao,Nao,6,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Nao,Cheque enviado,20.6,116.6
5274,7439-DKZTW,Nao,Homem,0,Nao,Nao,1,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Sim,Nao,Mes-a-mes,Sim,Cheque eletronico,80.55,80.55
5275,7442-YGZFK,Nao,Homem,0,Nao,Nao,1,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cartao de credito(automatico),49.8,49.8
5276,7445-WMRBW,Nao,Mulher,0,Nao,Nao,48,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Sim,Nao,Um ano,Sim,Tranferencia bancaria(automatico),73.85,3581.4
5277,7446-KQISO,Nao,Homem,0,Sim,Sim,45,Sim,Sim,Fibra optica,Nao,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Tranferencia bancaria(automatico),109.75,4900.65
5278,7446-SFAOA,Nao,Mulher,0,Sim,Nao,37,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Sim,Tranferencia bancaria(automatico),19.85,717.5
5279,7446-YPODE,Nao,Homem,1,Nao,Nao,11,Sim,Sim,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Tranferencia bancaria(automatico),60.25,662.95
5280,7449-HVPIV,Nao,Homem,0,Sim,Sim,55,Sim,Sim,Fibra optica,Nao,Nao,Sim,Nao,Sim,Nao,Mes-a-mes,Sim,Cartao de credito(automatico),90.4,5099.15
5281,7450-NWRTR,Sim,Homem,1,Nao,Nao,12,Sim,Sim,Fibra optica,Nao,Nao,Sim,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,99.45,1200.15
5282,7452-FOLON,Nao,Homem,0,Nao,Sim,39,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Nao,Tranferencia bancaria(automatico),25.45,958.45
5283,7459-IMVYU,Nao,Homem,0,Nao,Nao,38,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,69.95,2657.55
5284,7459-RRWQZ,Sim,Mulher,0,Nao,Nao,15,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Nao,Sim,Mes-a-mes,Sim,Tranferencia bancaria(automatico),64.65,994.55
5285,7460-ITWWP,Nao,Mulher,1,Sim,Nao,45,Sim,Nao,Fibra optica,Nao,Nao,Sim,Nao,Nao,Sim,Mes-a-mes,Sim,Cheque eletronico,86.1,3861.45
5286,7463-IFMQU,Nao,Mulher,0,Sim,Nao,72,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Tranferencia bancaria(automatico),20.05,1423.65
5287,7465-ZZRVX,Nao,Homem,0,Nao,Nao,1,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,70.35,70.35
5288,7469-LKBCI,Nao,Homem,0,Nao,Nao,16,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cartao de credito(automatico),18.95,326.8
5289,7470-DYNOE,Nao,Homem,0,Nao,Nao,53,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Sim,Um ano,Sim,Cheque eletronico,61.1,3357.9
5290,7470-MCQTK,Sim,Mulher,0,Sim,Nao,13,Nao,Sem servico telefonico,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Mes-a-mes,Sim,Tranferencia bancaria(automatico),48.75,633.4
5291,7471-MQPOS,Nao,Homem,1,Sim,Sim,71,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Nao,Sim,Um ano,Sim,Tranferencia bancaria(automatico),72.9,5139.65
5292,7471-WNSUF,Nao,Homem,0,Sim,Nao,60,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Nao,Tranferencia bancaria(automatico),24.15,1505.9
5293,7472-EQOAV,Nao,Homem,1,Sim,Sim,71,Sim,Nao,Fibra optica,Sim,Sim,Sim,Nao,Nao,Nao,Um ano,Sim,Tranferencia bancaria(automatico),86.7,6179.35
5294,7473-ZBDSN,Nao,Mulher,0,Sim,Sim,14,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cheque enviado,18.8,255.55
5295,7479-NITWS,Sim,Homem,0,Nao,Nao,7,Sim,Sim,Fibra optica,Nao,Nao,Sim,Nao,Sim,Nao,Mes-a-mes,Sim,Cartao de credito(automatico),89.35,631.85
5296,7480-QNVZJ,Sim,Homem,1,Nao,Nao,50,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,95.7,4816.7
5297,7480-SPLEF,Nao,Homem,0,Sim,Sim,69,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Sim,Tranferencia bancaria(automatico),26.0,1796.55
5298,7481-ATQQS,Sim,Mulher,1,Nao,Nao,49,Sim,Sim,Fibra optica,Nao,Nao,Sim,Nao,Nao,Sim,Mes-a-mes,Sim,Cartao de credito(automatico),90.85,4515.85
5299,7483-IQWIB,Nao,Homem,0,Sim,Sim,37,Sim,Sim,Fibra optica,Nao,Sim,Sim,Nao,Sim,Nao,Mes-a-mes,Sim,Cheque eletronico,92.95,3415.25
5300,7486-KSRVI,Sim,Homem,0,Nao,Nao,43,Sim,Sim,Fibra optica,Nao,Nao,Nao,Sim,Sim,Sim,Um ano,Sim,Cheque eletronico,100.0,4211.55
5301,7488-MXJIV,Sim,Mulher,0,Nao,Nao,4,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Sim,Nao,Mes-a-mes,Sim,Cheque eletronico,85.65,321.65
5302,7492-TAFJD,Nao,Homem,0,Sim,Sim,7,Nao,Sem servico telefonico,DSL,Sim,Sim,Sim,Nao,Nao,Nao,Dois anos,Nao,Cheque enviado,38.55,280.0
5303,7493-GVFIO,Nao,Homem,0,Nao,Nao,57,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cartao de credito(automatico),20.55,1252.85
5304,7493-TPUWZ,Sim,Homem,0,Nao,Nao,1,Sim,Sim,Fibra optica,Nao,Sim,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,79.15,79.15
5305,7495-OOKFY,Sim,Mulher,1,Sim,Nao,8,Sim,Sim,Fibra optica,Nao,Sim,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cartao de credito(automatico),80.65,633.3
5306,7501-IWUNG,Nao,Mulher,0,Sim,Sim,61,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Sim,Sim,Dois anos,Sim,Tranferencia bancaria(automatico),73.8,4616.05
5307,7501-VTYLJ,Nao,Mulher,0,Nao,Sim,2,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque enviado,51.55,106.2
5308,7502-BNYGS,Nao,Mulher,0,Sim,Nao,46,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Cartao de credito(automatico),69.1,3168.0
5309,7503-EPSZW,Nao,Mulher,0,Sim,Sim,64,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Sim,Cheque enviado,24.05,1559.15
5310,7503-MIOGA,Nao,Mulher,1,Sim,Nao,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Tranferencia bancaria(automatico),89.85,6697.35
5311,7503-QQRVF,Sim,Homem,1,Sim,Nao,16,Sim,Nao,Fibra optica,Nao,Sim,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cartao de credito(automatico),74.3,1178.25
5312,7503-ZGUZJ,Sim,Homem,0,Nao,Nao,1,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Sim,Nao,Mes-a-mes,Sim,Cheque enviado,84.65,84.65
5313,7504-UWHNB,Nao,Homem,0,Nao,Nao,25,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,69.75,1729.35
5314,7508-DQAKK,Nao,Mulher,0,Nao,Nao,64,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Cartao de credito(automatico),86.4,5442.05
5315,7508-KBIMB,Nao,Homem,0,Sim,Sim,24,Sim,Nao,DSL,Sim,Nao,Sim,Nao,Nao,Nao,Um ano,Sim,Cartao de credito(automatico),56.25,1454.25
5316,7508-MYBOG,Sim,Homem,0,Sim,Nao,14,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Sim,Nao,Mes-a-mes,Sim,Cheque eletronico,86.1,1235.55
5317,7508-SMHXL,Nao,Mulher,1,Nao,Nao,15,Sim,Sim,Fibra optica,Nao,Sim,Nao,Nao,Sim,Nao,Mes-a-mes,Nao,Cartao de credito(automatico),89.0,1288.3
5318,7511-YMXVQ,Sim,Homem,0,Nao,Nao,9,Nao,Sem servico telefonico,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,45.4,418.8
5319,7515-LODFU,Nao,Homem,1,Nao,Nao,69,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cartao de credito(automatico),20.3,1356.3
5320,7516-GMHUV,Nao,Homem,1,Sim,Nao,50,Sim,Sim,Fibra optica,Sim,Nao,Sim,Nao,Sim,Sim,Dois anos,Sim,Cartao de credito(automatico),105.05,5163.3
5321,7517-LDMPS,Nao,Mulher,0,Nao,Nao,12,Sim,Nao,Fibra optica,Nao,Sim,Nao,Nao,Nao,Sim,Mes-a-mes,Sim,Cheque eletronico,84.6,1017.35
5322,7517-SAWMO,Sim,Mulher,0,Sim,Nao,19,Sim,Nao,Fibra optica,Sim,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,73.2,1441.1
5323,7519-JTWQH,Nao,Mulher,0,Nao,Nao,69,Sim,Sim,Fibra optica,Nao,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Tranferencia bancaria(automatico),110.5,7455.45
5324,7520-HQWJU,Nao,Mulher,0,Sim,Sim,66,Sim,Sim,DSL,Sim,Sim,Sim,Nao,Nao,Nao,Mes-a-mes,Sim,Tranferencia bancaria(automatico),67.45,4508.65
5325,7521-AFHAB,Nao,Mulher,0,Sim,Sim,5,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque enviado,44.8,220.45
5326,7521-YXVZY,Nao,Homem,0,Nao,Sim,3,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cheque enviado,19.95,58.3
5327,7524-VRLPL,Nao,Homem,1,Nao,Nao,69,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Nao,Sim,Dois anos,Nao,Cartao de credito(automatico),74.1,5031.0
5328,7526-BEZQB,Sim,Homem,0,Nao,Nao,12,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,96.05,1148.1
5329,7526-IVLYU,Nao,Homem,0,Nao,Nao,3,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Sim,Cheque enviado,19.65,68.35
5330,7527-QNRUS,Nao,Homem,0,Sim,Sim,17,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Sim,Cheque enviado,25.15,412.6
5331,7529-ZDFXI,Nao,Homem,1,Sim,Nao,57,Sim,Sim,Fibra optica,Nao,Sim,Nao,Nao,Nao,Sim,Mes-a-mes,Sim,Cheque eletronico,89.85,4925.35
5332,7530-HDYDS,Sim,Mulher,0,Nao,Nao,38,Sim,Nao,Fibra optica,Nao,Sim,Sim,Sim,Nao,Nao,Mes-a-mes,Sim,Cartao de credito(automatico),84.25,3264.5
5333,7531-GQHME,Nao,Homem,0,Nao,Nao,12,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cartao de credito(automatico),20.05,265.45
5334,7534-BFESC,Sim,Homem,1,Nao,Nao,24,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,76.1,1712.7
5335,7537-CBQUZ,Nao,Homem,1,Nao,Nao,63,Sim,Sim,Fibra optica,Sim,Sim,Sim,Nao,Sim,Sim,Mes-a-mes,Sim,Tranferencia bancaria(automatico),109.4,7031.45
5336,7537-RBWEA,Nao,Mulher,0,Nao,Nao,1,Nao,Sem servico telefonico,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque enviado,25.15,25.15
5337,7538-GWHML,Sim,Mulher,0,Nao,Nao,2,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,69.65,145.15
5338,7541-YLXCL,Sim,Homem,0,Nao,Nao,36,Sim,Nao,DSL,Nao,Sim,Nao,Sim,Nao,Sim,Um ano,Sim,Cheque enviado,65.4,2498.4
5339,7542-CYDDM,Nao,Homem,0,Nao,Nao,18,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cheque enviado,20.05,358.5
5340,7544-ZVIKX,Nao,Homem,0,Sim,Sim,58,Sim,Sim,Fibra optica,Nao,Nao,Sim,Sim,Sim,Sim,Um ano,Sim,Tranferencia bancaria(automatico),105.05,6004.85
5341,7547-EKNFS,Sim,Homem,0,Sim,Nao,42,Sim,Sim,Fibra optica,Nao,Sim,Sim,Nao,Sim,Nao,Mes-a-mes,Sim,Tranferencia bancaria(automatico),95.25,3959.35
5342,7548-SEPYI,Sim,Mulher,0,Nao,Nao,5,Sim,Nao,Fibra optica,Nao,Sim,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,96.25,512.45
5343,7549-MYGPK,Sim,Mulher,0,Sim,Sim,63,Sim,Sim,Fibra optica,Sim,Sim,Sim,Nao,Sim,Nao,Mes-a-mes,Sim,Cheque eletronico,100.55,6215.35
5344,7550-WIQVA,Nao,Homem,0,Sim,Sim,50,Sim,Sim,Fibra optica,Sim,Sim,Sim,Nao,Sim,Sim,Um ano,Sim,Cheque eletronico,108.25,5431.4
5345,7551-DACSP,Sim,Homem,0,Sim,Sim,6,Sim,Nao,DSL,Nao,Sim,Sim,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque enviado,55.3,324.25
5346,7551-JOHTI,Sim,Mulher,0,Nao,Nao,1,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cheque enviado,19.5,19.5
5347,7552-KEYGT,Nao,Homem,0,Sim,Nao,27,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Tranferencia bancaria(automatico),19.55,520.55
5348,7554-AKDQF,Nao,Mulher,0,Sim,Nao,6,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque enviado,45.65,323.45
5349,7554-NEWDD,Nao,Homem,0,Nao,Nao,10,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Tranferencia bancaria(automatico),25.7,251.6
5350,7558-IMLMT,Nao,Homem,0,Sim,Sim,67,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Sim,Cheque enviado,20.8,1411.9
5351,7560-QJAVJ,Nao,Mulher,0,Nao,Nao,70,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Sim,Sim,Dois anos,Nao,Tranferencia bancaria(automatico),79.6,5589.45
5352,7560-QRBXH,Nao,Mulher,0,Nao,Sim,48,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Nao,Cheque enviado,19.95,936.7
5353,7562-GSUHK,Sim,Mulher,0,Nao,Nao,16,Sim,Nao,Fibra optica,Nao,Sim,Sim,Nao,Nao,Sim,Mes-a-mes,Sim,Cartao de credito(automatico),93.2,1573.7
5354,7562-UXTPG,Nao,Mulher,0,Nao,Nao,13,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque enviado,70.15,886.7
5355,7563-BIUPC,Sim,Homem,0,Nao,Nao,5,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Sim,Nao,Mes-a-mes,Sim,Cheque eletronico,80.6,415.55
